No,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,c1,c2,d1,e1_0,e1_1,e2_0,e2_1,e3_0,e3_1,e4_0,e4_1,e5_0,e5_1,e6_0,e6_1,e9_0,e9_1,e10_0,e10_1
23951,999.99,999.99,999.99,999.99,115.11,115.11,145.51,168.51,26.17,190.58,999.99,74.92,27.00,0,235,0,110,2,353,0,165,0,102,0,153,0,140,0,210
23952,999.99,999.99,999.99,999.99,7.10,7.10,13.93,95.60,3.48,110.64,26.61,3.53,20.08,2,180,0,83,6,270,0,125,0,102,0,153,1,185,1,280
23953,999.99,999.99,999.99,999.99,3.17,3.17,38.96,19.03,3.98,23.43,52.58,20.58,68.50,0,235,0,110,6,353,0,165,0,86,0,129,0,185,0,280
23955,999.99,999.99,999.99,999.99,999.99,999.99,32.59,33.87,9.35,34.95,999.99,62.58,16.62,1,180,0,83,1,270,0,125,1,86,1,129,1,185,1,280
23956,999.99,999.99,999.99,999.99,999.99,999.99,32.59,33.87,9.35,34.95,999.99,62.58,16.62,1,180,0,83,1,270,0,125,1,86,1,129,1,185,1,280
23958,999.99,8.46,8.46,999.99,11.14,11.14,7.85,25.63,9.75,19.90,21.61,37.36,3.27,74,235,2,110,19,353,0,165,4,102,1,153,6,140,1,210
23959,999.99,8.46,8.46,999.99,11.14,11.14,7.85,25.63,9.75,19.90,21.61,37.36,3.27,74,235,2,110,19,353,0,165,4,102,1,153,6,140,1,210
23960,999.99,102.92,102.92,999.99,7.06,7.06,41.23,109.12,11.10,85.97,41.30,999.99,6.30,4,235,0,110,0,353,0,165,4,110,0,165,1,140,0,210
23961,999.99,999.99,999.99,7.36,6.42,6.42,240.62,59.58,2.75,28.30,999.99,1.56,149.00,0,180,0,83,8,270,1,125,0,94,15,141,0,185,4,280
23963,999.99,999.99,999.99,999.99,4.42,4.42,151.06,35.78,6.56,40.36,999.99,56.83,44.67,0,180,0,83,5,270,0,125,0,86,3,129,0,140,1,210
23964,999.99,999.99,999.99,999.99,22.76,22.76,10.44,52.87,6.15,51.50,19.43,13.95,9.46,9,235,0,110,5,353,0,165,2,102,1,153,0,140,0,210
23965,999.99,999.99,999.99,999.99,999.99,999.99,12.00,25.95,11.68,22.95,47.64,67.08,6.43,10,180,0,83,3,270,0,125,14,94,3,141,10,185,2,280
23966,999.99,999.99,999.99,999.99,6.35,6.35,43.86,21.16,3.23,28.84,53.00,15.38,61.33,0,235,0,110,7,353,1,165,0,86,3,129,0,185,2,280
23967,999.99,999.99,999.99,999.99,999.99,999.99,64.39,195.81,25.18,245.84,999.99,999.99,11.50,7,180,0,83,13,270,1,125,1,102,3,153,0,140,1,210
23968,999.99,999.99,999.99,999.99,999.99,999.99,226.53,32.09,18.57,36.99,999.99,61.05,202.00,0,235,0,110,3,353,0,165,0,102,0,153,0,185,0,280
23969,999.99,999.99,999.99,999.99,137.35,137.35,31.72,53.34,5.72,54.45,39.19,19.92,16.09,2,180,0,83,2,270,0,125,1,86,2,129,1,185,1,280
23970,999.99,999.99,999.99,999.99,999.99,999.99,99.12,999.99,15.82,999.99,999.99,999.99,10.79,2,235,0,110,1,353,0,165,2,86,1,129,0,140,0,210
23971,999.99,999.99,999.99,999.99,4.42,4.42,151.06,35.78,6.56,40.36,999.99,56.83,44.67,0,180,0,83,5,270,0,125,0,86,3,129,0,140,1,210
23972,999.99,1.69,1.69,999.99,1.05,1.05,6.94,28.24,4.52,27.47,19.33,16.65,1.72,23,235,1,110,12,353,1,165,28,86,19,129,12,140,8,210
23973,999.99,99.77,99.77,999.99,13.47,13.47,6.44,6.16,4.21,4.99,17.79,5.35,11.00,6,235,0,110,0,353,0,165,2,102,0,153,2,140,0,210
23974,999.99,99.77,99.77,999.99,13.47,13.47,6.44,6.16,4.21,4.99,17.79,5.35,11.00,6,235,0,110,0,353,0,165,2,102,0,153,2,140,0,210
23975,999.99,999.99,999.99,121.30,25.00,25.00,339.69,72.50,12.59,70.27,999.99,999.99,31.75,0,180,0,83,0,270,0,125,0,102,0,153,0,185,0,280
23976,999.99,999.99,999.99,17.40,11.93,11.93,20.73,150.59,2.04,18.97,33.47,3.26,9.55,1,235,0,110,0,353,0,165,1,86,0,129,0,140,0,210
23977,999.99,2.55,2.55,999.99,7.89,7.89,4.40,7.81,7.76,6.14,8.80,5.74,1.45,37,180,3,83,54,270,4,125,46,102,68,153,22,185,32,280
23978,999.99,999.99,999.99,999.99,999.99,999.99,24.96,34.90,15.31,33.54,52.34,999.99,3.59,1,235,0,110,0,353,0,165,0,86,0,129,0,140,0,210
23979,999.99,999.99,999.99,999.99,999.99,999.99,9.83,32.26,6.82,28.73,17.63,15.35,5.73,12,180,0,83,34,270,1,125,19,94,53,141,2,185,5,280
23980,999.99,999.99,999.99,999.99,1.90,1.90,20.57,13.54,3.68,14.13,76.65,12.70,18.31,1,235,0,110,3,353,0,165,0,102,1,153,0,185,2,280
23982,999.99,999.99,999.99,999.99,999.99,999.99,28.34,999.99,17.04,703.61,88.30,999.99,6.36,11,235,1,110,1,353,0,165,14,86,1,129,7,140,0,210
23984,999.99,464.73,464.73,999.99,7.78,7.78,25.38,669.20,5.95,669.20,40.25,27.52,3.74,18,235,1,110,14,353,1,165,8,102,7,153,1,140,1,210
23985,999.99,999.99,999.99,999.99,37.46,37.46,131.30,17.10,20.89,18.08,999.99,999.99,117.00,0,180,0,83,1,270,0,125,0,102,0,153,0,185,0,280
23986,999.99,999.99,999.99,999.99,8.09,8.09,40.77,90.92,10.38,92.42,999.99,78.67,6.11,13,235,1,110,13,353,1,165,28,94,30,141,16,185,17,280
23987,999.99,999.99,999.99,999.99,999.99,999.99,27.31,460.54,29.88,314.12,999.99,999.99,5.46,11,180,0,83,0,270,0,125,1,86,0,129,1,185,0,280
23988,999.99,999.99,2665.80,14.36,7.67,17.69,12.20,4.05,2.41,3.49,2.22,1.18,26.45,29,235,1,110,27,353,1,165,6,102,5,153,4,140,4,210
23990,999.99,999.99,999.99,999.99,1.84,1.84,34.65,115.03,5.03,140.75,44.35,21.62,13.00,3,235,0,110,22,353,1,165,0,86,4,129,1,140,14,210
23991,999.99,23.05,23.90,4.05,2.56,2.69,9.37,9.40,3.42,5.57,10.91,21.24,3.98,11,180,1,83,2,270,0,125,1,86,0,129,1,185,0,280
23992,999.99,23.05,23.90,4.05,2.56,2.69,9.37,9.40,3.42,5.57,10.91,21.24,3.98,11,180,1,83,2,270,0,125,1,86,0,129,1,185,0,280
23993,999.99,23.05,23.90,4.05,2.56,2.69,9.37,9.40,3.42,5.57,10.91,21.24,3.98,11,180,1,83,2,270,0,125,1,86,0,129,1,185,0,280
23994,999.99,999.99,999.99,999.99,22.42,22.42,246.25,47.05,26.75,53.23,999.99,999.99,35.20,0,235,0,110,3,353,0,165,0,86,0,129,0,140,0,210
23995,999.99,999.99,999.99,999.99,26.88,26.88,19.46,95.94,12.68,89.04,32.83,39.93,7.09,3,180,0,83,1,270,0,125,1,102,0,153,0,140,0,210
23996,999.99,999.99,999.99,999.99,20.66,20.66,352.41,999.99,10.76,999.99,999.99,54.54,31.00,0,235,0,110,1,353,0,165,0,102,1,153,0,140,1,210
23997,999.99,999.99,999.99,999.99,25.90,25.90,80.67,31.87,14.79,31.37,999.99,999.99,40.67,0,180,0,83,0,270,0,125,0,102,0,153,0,140,0,210
23998,999.99,1.97,1.97,999.99,1.18,1.18,4.52,38.94,3.29,35.63,17.21,14.94,1.03,22,235,1,110,9,353,1,165,3,102,1,153,6,140,2,210
23999,999.99,999.99,999.99,999.99,4.00,4.00,85.09,379.07,6.60,467.86,999.99,34.88,9.11,2,180,0,83,11,270,1,125,0,102,2,153,0,185,4,280
24001,999.99,999.99,999.99,999.99,999.99,999.99,185.61,68.56,11.99,77.15,999.99,48.78,25.60,0,180,0,83,2,270,0,125,1,102,3,153,0,140,1,210
24002,999.99,127.36,127.36,999.99,7.18,9.47,18.25,125.89,4.07,134.32,32.58,20.10,5.11,4,235,0,110,4,353,0,165,2,86,3,129,0,185,0,280
24003,999.99,999.99,999.99,9.55,7.04,7.04,44.48,12.43,2.13,6.93,65.37,33.28,35.75,0,180,0,83,0,270,0,125,0,94,0,141,0,140,0,210
24004,999.99,2.23,2.31,999.99,1.86,1.90,11.27,46.17,14.17,41.33,24.94,36.20,4.09,28,180,1,83,43,270,2,125,2,102,4,153,2,140,3,210
24006,999.99,33.73,33.73,999.99,1.41,2.26,12.49,21.33,4.31,21.44,44.18,33.40,2.03,6,235,0,110,6,353,0,165,12,110,12,165,2,140,2,210
24007,999.99,30.87,33.03,3.65,2.25,3.43,8.87,31.88,2.84,17.48,15.24,8.13,4.13,9,180,1,83,44,270,2,125,14,102,38,153,10,140,26,210
24008,999.99,999.99,999.99,999.99,174.84,174.84,79.73,38.94,10.94,51.42,999.99,31.37,111.00,0,235,0,110,1,353,0,165,0,102,1,153,0,185,1,280
24009,999.99,999.99,999.99,999.99,6.09,6.09,29.62,48.46,5.81,49.18,64.52,41.79,6.67,5,180,0,83,5,270,0,125,1,86,1,129,0,140,0,210
24011,999.99,999.99,999.99,1565.19,39.44,39.44,18.34,12.69,6.03,10.50,18.70,40.75,7.24,3,180,0,83,0,270,0,125,5,86,0,129,2,185,0,280
24012,999.99,12.98,12.98,48.05,2.14,3.54,5.41,32.55,1.82,22.38,9.97,1.47,6.18,3,235,1,110,4,353,0,165,12,94,0,141,4,140,0,210
24013,999.99,999.99,999.99,999.99,999.99,999.99,26.80,190.87,21.99,166.67,39.59,70.19,14.86,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
24015,999.99,999.99,999.99,999.99,999.99,999.99,24.71,146.00,11.55,178.48,38.24,28.21,8.17,1,235,0,110,4,353,0,165,0,86,5,129,0,140,1,210
24016,999.99,999.99,999.99,999.99,999.99,999.99,24.71,146.00,11.55,178.48,38.24,28.21,8.17,1,235,0,110,4,353,0,165,0,86,5,129,0,140,1,210
24017,999.99,999.99,7201.49,999.99,19.18,19.18,53.11,21.12,7.90,23.57,74.38,35.64,24.33,2,180,0,83,3,270,0,125,2,86,5,129,1,140,2,210
24018,999.99,25.32,25.32,999.99,2.14,2.32,14.08,23.59,4.49,26.15,37.02,32.25,4.18,7,235,0,110,11,353,1,165,5,94,10,141,2,140,4,210
24019,999.99,999.99,999.99,1565.19,39.44,39.44,18.34,12.69,6.03,10.50,18.70,40.75,7.24,3,180,0,83,0,270,0,125,5,86,0,129,2,185,0,280
24020,999.99,999.99,999.99,999.99,117.22,117.22,54.68,34.30,16.34,36.47,61.48,33.16,8.56,2,235,0,110,3,353,0,165,0,102,0,153,0,140,1,210
24021,999.99,999.99,999.99,999.99,11.60,11.60,16.63,61.43,5.34,56.76,46.81,38.72,4.75,4,180,0,83,2,270,0,125,2,86,1,129,4,185,2,280
24022,999.99,999.99,999.99,999.99,4.95,4.95,22.77,121.66,9.87,108.15,76.13,1.79,8.45,8,235,0,110,84,353,6,165,20,94,0,141,3,185,0,280
24023,999.99,999.99,999.99,999.99,999.99,999.99,12.71,31.90,15.52,23.24,25.93,40.76,5.00,25,180,1,83,0,270,0,125,3,86,0,129,4,185,0,280
24025,999.99,10.10,10.10,999.99,7.21,7.21,8.43,19.33,7.47,17.21,28.79,41.60,2.65,11,235,1,110,4,353,0,165,10,86,3,129,7,185,2,280
24026,999.99,10.10,10.10,999.99,7.21,7.21,8.43,19.33,7.47,17.21,28.79,41.60,2.65,11,235,1,110,4,353,0,165,10,86,3,129,7,185,2,280
24027,999.99,999.99,1114.11,999.99,5.22,5.49,126.07,117.53,13.28,141.23,999.99,50.54,15.46,1,180,0,83,13,270,1,125,1,110,14,165,0,140,2,210
24028,999.99,22.83,22.83,5.26,1.96,4.00,4.56,6.58,2.22,4.73,8.39,6.83,4.57,10,235,1,110,9,353,1,165,1,86,1,129,0,185,0,280
24029,999.99,999.99,999.99,999.99,6.76,6.76,67.47,34.52,4.80,33.93,999.99,999.99,13.56,1,180,0,83,0,270,0,125,0,94,0,141,0,185,0,280
24030,999.99,999.99,999.99,999.99,999.99,999.99,53.82,384.86,40.07,317.25,999.99,999.99,5.32,2,235,0,110,0,353,0,165,5,110,0,165,1,140,0,210
24031,999.99,58.64,58.64,999.99,7.73,7.73,17.37,21.21,7.74,19.81,26.25,33.80,8.23,3,180,0,83,2,270,0,125,2,102,1,153,2,140,1,210
24032,999.99,48.65,48.65,999.99,7.65,7.65,26.20,21.36,17.39,19.49,74.26,999.99,4.54,2,235,0,110,0,353,0,165,45,94,5,141,12,185,1,280
24033,7.50,5.77,7.96,5.44,4.80,6.03,3.18,19.49,4.27,14.03,4.42,2.51,2.49,40,180,3,83,2,270,0,125,1,102,0,153,1,140,0,210
24034,999.99,999.99,999.99,999.99,8.47,8.47,31.78,491.86,6.67,522.88,57.82,28.67,15.45,3,180,0,83,4,270,0,125,2,110,2,165,1,140,1,210
24035,999.99,999.99,999.99,999.99,8.44,8.44,15.86,56.70,4.32,62.92,35.28,35.76,4.81,1,180,0,83,5,270,0,125,0,86,2,129,1,140,3,210
24037,999.99,999.99,999.99,999.99,999.99,999.99,119.14,89.05,13.47,98.69,999.99,87.86,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
24038,999.99,999.99,999.99,999.99,999.99,999.99,119.14,89.05,13.47,98.69,999.99,87.86,999.99,0,235,0,110,0,353,0,165,0,102,0,153,0,140,0,210
24039,999.99,95.25,95.25,999.99,20.29,20.29,40.64,211.50,17.74,237.74,999.99,84.76,5.87,4,180,0,83,5,270,0,125,1,86,2,129,1,185,1,280
24040,999.99,999.99,999.99,999.99,3.02,3.02,38.38,8.62,8.63,9.30,72.43,25.87,27.88,0,235,0,110,2,353,0,165,0,102,0,153,0,185,1,280
24041,999.99,999.99,999.99,3.54,3.37,3.37,52.00,60.68,6.32,36.80,54.45,94.05,4.21,3,180,0,83,1,270,0,125,1,86,0,129,1,140,0,210
24042,999.99,38.39,38.39,185.10,23.57,23.57,11.11,227.57,11.09,146.55,25.62,72.30,2.39,11,180,1,83,1,270,0,125,19,102,1,153,13,185,1,280
24043,999.99,999.99,999.99,999.99,10.81,10.81,23.48,31.83,5.97,38.34,30.72,24.84,13.94,2,235,0,110,4,353,0,165,0,102,0,153,0,185,0,280
24044,999.99,22.41,24.41,3.69,2.94,3.73,11.61,27.74,4.13,12.13,22.31,35.05,2.48,5,180,0,83,3,270,0,125,1,102,1,153,1,140,1,210
24045,999.99,999.99,999.99,999.99,3.59,3.59,17.87,39.76,5.17,44.56,51.40,20.90,8.37,2,235,0,110,10,353,1,165,0,86,2,129,1,140,6,210
24046,999.99,1.94,1.94,999.99,0.96,1.01,6.88,18.30,4.98,18.30,15.67,15.76,2.87,29,180,1,83,24,270,1,125,6,102,6,153,6,185,5,280
24047,999.99,999.99,999.99,999.99,13.15,13.15,144.97,56.76,4.99,64.86,999.99,21.79,262.00,0,180,0,83,1,270,0,125,0,94,2,141,0,185,1,280
24048,999.99,999.99,999.99,999.99,999.99,999.99,20.08,281.95,4.32,445.36,63.10,37.74,2.76,2,235,0,110,12,353,1,165,0,110,14,165,0,140,4,210
24049,999.99,999.99,999.99,3.54,3.37,3.37,52.00,60.68,6.32,36.80,54.45,94.05,4.21,3,180,0,83,1,270,0,125,1,86,0,129,1,140,0,210
24050,999.99,74.63,79.13,3.91,3.91,4.56,18.85,33.85,2.81,6.44,17.80,9.17,3.51,12,180,1,83,26,270,1,125,1,102,2,153,0,185,1,280
24051,999.99,12.74,12.74,999.99,4.67,4.67,25.80,389.13,13.97,406.95,40.35,33.08,2.33,17,235,1,110,18,353,1,165,4,86,6,129,17,140,22,210
24052,999.99,333.05,333.05,4.15,3.03,4.77,35.99,17.70,3.98,11.82,41.09,10.33,7.00,2,180,0,83,8,270,1,125,0,102,3,153,0,185,4,280
24053,999.99,33.62,33.62,999.99,6.15,6.40,31.41,80.66,11.18,85.53,95.85,67.47,2.84,4,235,0,110,5,353,0,165,1,102,1,153,1,140,1,210
24054,999.99,14.32,14.32,999.99,4.57,4.57,39.31,261.74,23.26,280.78,999.99,95.19,5.71,6,180,1,83,8,270,1,125,3,110,4,165,0,185,0,280
24055,999.99,42.62,45.82,16.58,6.19,6.83,7.21,8.94,3.20,7.40,10.69,13.17,5.57,17,235,1,110,8,353,0,165,2,86,1,129,3,140,1,210
24056,999.99,238.85,238.85,999.99,6.04,6.05,39.78,47.79,7.67,51.10,999.99,77.90,9.84,8,180,1,83,12,270,1,125,1,102,1,153,0,185,1,280
24057,999.99,999.99,999.99,999.99,999.99,999.99,16.86,12.99,12.59,11.86,56.22,999.99,6.44,4,235,0,110,0,353,0,165,3,102,0,153,4,140,0,210
24058,28.68,10.34,10.46,11.74,7.02,7.58,9.98,27.28,9.78,22.74,8.86,14.30,2.32,21,180,1,83,6,270,1,125,4,102,1,153,2,140,1,210
24059,999.99,999.99,999.99,999.99,999.99,999.99,94.25,203.98,14.94,172.16,999.99,999.99,22.38,1,235,0,110,0,353,0,165,1,102,0,153,0,140,0,210
24060,999.99,999.99,999.99,999.99,999.99,999.99,145.15,36.20,32.72,46.81,999.99,999.99,999.99,0,180,0,83,0,270,0,125,0,86,0,129,0,185,0,280
24061,999.99,999.99,999.99,999.99,999.99,999.99,8.42,14.24,3.81,15.76,13.37,10.62,9.79,0,235,0,110,4,353,0,165,0,102,0,153,0,140,1,210
24062,999.99,6.65,6.65,999.99,15.91,15.91,11.50,55.85,15.79,48.54,25.71,36.38,2.02,14,235,1,110,5,353,0,165,20,110,6,165,4,140,1,210
24063,999.99,999.99,27063.23,999.99,25.32,25.32,65.69,308.53,36.97,274.70,999.99,999.99,3.76,1,235,0,110,0,353,0,165,2,86,0,129,3,185,0,280
24064,999.99,8.50,8.88,999.99,5.66,5.85,9.65,24.80,8.54,22.88,20.77,26.94,2.91,8,180,1,83,3,270,0,125,2,86,1,129,1,185,0,280
24065,999.99,999.99,999.99,999.99,14.61,14.61,80.19,107.97,19.05,97.17,999.99,999.99,6.09,1,235,0,110,0,353,0,165,0,102,0,153,0,185,0,280
24066,999.99,999.99,999.99,999.99,10.49,10.49,50.40,373.95,12.40,272.70,72.86,999.99,11.73,3,180,0,83,0,270,0,125,1,86,0,129,1,185,0,280
24068,999.99,60.38,60.38,999.99,8.06,8.39,22.22,28.22,8.24,27.95,70.57,71.05,7.82,7,235,0,110,6,353,0,165,0,86,0,129,0,140,0,210
24069,999.99,60.38,60.38,999.99,8.06,8.39,22.22,28.22,8.24,27.95,70.57,71.05,7.82,7,235,0,110,6,353,0,165,0,86,0,129,0,140,0,210
24070,999.99,999.99,999.99,999.99,69.56,69.56,97.14,21.74,6.38,27.08,999.99,14.22,109.50,0,180,0,83,2,270,0,125,0,102,1,153,0,140,1,210
24071,999.99,999.99,999.99,999.99,21.62,21.62,18.59,11.40,3.74,12.74,33.40,26.77,11.00,0,180,0,83,0,270,0,125,0,86,0,129,0,140,0,210
24073,999.99,24.90,24.90,999.99,1.78,1.78,28.71,108.14,13.84,99.02,54.63,42.54,5.50,5,235,0,110,26,353,3,165,1,102,5,153,0,185,2,280
24074,999.99,1.23,1.23,999.99,10.13,10.13,9.72,140.83,35.15,117.69,38.41,999.99,2.84,33,180,2,83,1,270,0,125,3,86,0,129,2,140,0,210
24075,999.99,999.99,999.99,999.99,7.66,7.66,78.32,24.17,10.96,23.96,999.99,999.99,21.57,1,235,0,110,1,353,0,165,0,102,0,153,0,185,0,280
24076,999.99,66.25,66.25,999.99,4.61,5.17,13.37,56.16,4.95,45.93,22.96,81.68,6.80,9,180,0,83,1,270,0,125,15,102,1,153,5,185,0,280
24077,999.99,999.99,16247.79,999.99,52.11,52.11,288.89,376.33,64.68,392.87,999.99,999.99,42.67,1,235,0,110,2,353,0,165,1,94,2,141,0,140,0,210
24078,999.99,47.85,48.83,999.99,4.43,4.56,10.75,10.39,7.21,9.62,19.73,37.02,10.82,8,180,0,83,3,270,0,125,4,110,1,165,2,185,1,280
24079,999.99,26.50,26.50,999.99,17.93,17.93,27.33,141.60,28.65,115.01,59.01,999.99,8.35,3,235,0,110,1,353,0,165,4,94,0,141,1,140,0,210
24080,999.99,24.67,29.96,7.39,3.89,5.10,7.35,39.95,3.59,27.36,17.04,1.29,6.33,13,180,1,83,8,270,1,125,13,110,7,165,2,185,1,280
24081,999.99,999.99,999.99,999.99,78.24,78.24,8.69,16.10,5.17,16.57,32.77,28.29,15.20,4,235,0,110,3,353,0,165,2,102,2,153,8,185,7,280
24082,999.99,547.36,547.36,999.99,26.03,26.03,47.84,63.47,14.61,72.39,68.29,35.15,11.43,4,180,0,83,7,270,0,125,2,110,6,165,0,185,1,280
24083,999.99,85.94,85.94,999.99,11.63,17.68,11.08,50.68,4.70,48.71,38.47,27.25,6.17,7,235,1,110,4,353,0,165,22,94,13,141,4,140,2,210
24084,999.99,98.84,98.84,999.99,9.76,12.03,9.44,7.74,4.98,7.79,31.09,3.86,7.13,2,180,0,83,1,270,0,125,0,86,0,129,0,185,0,280
24085,999.99,156.96,156.96,999.99,13.70,13.70,27.37,215.61,8.54,171.71,40.29,67.39,7.26,6,235,0,110,1,353,0,165,1,102,0,153,0,140,0,210
24087,999.99,999.99,999.99,3.07,1.42,1.42,80.03,49.09,3.42,25.38,97.37,17.97,13.30,0,180,0,83,13,270,1,125,3,94,47,141,1,185,13,280
24088,999.99,999.99,999.99,3.07,1.42,1.42,80.03,49.09,3.42,25.38,97.37,17.97,13.30,0,180,0,83,13,270,1,125,3,94,47,141,1,185,13,280
24089,4.74,4.22,10.58,1.25,1.25,5.18,4.04,80.31,2.45,10.13,7.92,5.69,2.58,14,235,1,110,16,353,1,165,1,102,2,153,3,140,4,210
24090,999.99,999.99,999.99,999.99,999.99,999.99,43.57,242.64,22.95,231.71,84.10,999.99,18.00,1,180,0,83,0,270,0,125,3,94,1,141,1,185,0,280
24091,999.99,137.51,137.51,999.99,2.82,2.85,20.02,30.99,4.13,31.36,30.21,19.00,11.14,3,235,0,110,18,353,1,165,1,86,4,129,1,140,7,210
24092,999.99,41.39,41.39,999.99,7.71,7.71,40.63,428.56,12.30,422.81,999.99,999.99,6.96,6,235,0,110,4,353,0,165,1,86,1,129,1,140,1,210
24094,999.99,999.99,999.99,2.47,2.36,2.46,28.35,5.20,1.71,2.67,36.32,10.21,25.13,1,235,0,110,0,353,0,165,0,86,0,129,0,185,0,280
24095,999.99,999.99,999.99,2.47,2.36,2.46,28.35,5.20,1.71,2.67,36.32,10.21,25.13,1,235,0,110,0,353,0,165,0,86,0,129,0,185,0,280
24096,999.99,23.84,23.84,999.99,5.87,5.87,16.51,36.21,8.36,33.37,35.82,42.48,2.73,19,180,1,83,8,270,1,125,3,86,1,129,2,140,1,210
24097,999.99,999.99,2503.92,98.18,39.33,39.33,114.99,30.65,15.25,30.97,46.43,29.31,14.45,1,180,0,83,1,270,0,125,0,102,0,153,0,185,0,280
24098,999.99,99.18,99.18,999.99,16.86,16.86,7.90,13.71,4.25,17.58,14.63,10.10,8.79,10,235,1,110,10,353,1,165,6,102,10,153,3,140,5,210
24099,999.99,65.59,65.59,999.99,1.45,1.47,30.25,15.93,4.50,18.99,75.80,29.51,8.26,7,180,0,83,46,270,4,125,1,102,12,153,2,140,26,210
24100,999.99,22.45,22.45,999.99,5.52,5.88,8.21,27.02,3.80,28.92,13.85,9.21,5.40,13,235,1,110,15,353,1,165,2,86,2,129,5,185,6,280
24101,999.99,198.04,198.04,999.99,8.73,8.73,36.23,127.82,7.59,132.84,46.73,36.75,8.91,11,235,0,110,9,353,0,165,3,94,3,141,1,185,1,280
24103,999.99,27.62,30.08,56.06,6.40,7.94,5.91,64.04,3.10,43.87,10.51,19.03,4.58,9,180,1,83,4,270,0,125,8,86,2,129,5,140,1,210
24104,999.99,27.62,30.08,56.06,6.40,7.94,5.91,64.04,3.10,43.87,10.51,19.03,4.58,9,180,1,83,4,270,0,125,8,86,2,129,5,140,1,210
24105,999.99,999.99,999.99,999.99,999.99,999.99,55.84,724.30,11.74,886.16,70.27,41.69,15.91,1,235,0,110,3,353,0,165,1,86,2,129,2,185,6,280
24107,999.99,999.99,999.99,999.99,999.99,999.99,113.55,179.98,12.30,210.96,999.99,65.59,279.00,0,235,0,110,2,353,0,165,0,102,0,153,0,185,0,280
24108,999.99,999.99,999.99,999.99,999.99,999.99,113.55,179.98,12.30,210.96,999.99,65.59,279.00,0,235,0,110,2,353,0,165,0,102,0,153,0,185,0,280
24109,999.99,999.99,999.99,999.99,999.99,999.99,58.61,42.25,18.31,42.25,999.99,999.99,23.18,1,180,0,83,1,270,0,125,1,86,0,129,1,140,0,210
24110,999.99,21.38,21.38,999.99,50.11,50.11,12.61,69.72,14.43,54.84,66.49,87.40,7.07,4,235,0,110,2,353,0,165,7,102,2,153,20,185,7,280
24112,999.99,84.69,84.69,4.75,4.75,5.44,27.10,25.26,5.59,14.81,34.32,13.69,3.65,8,180,0,83,21,270,1,125,1,102,2,153,0,185,0,280
24113,999.99,84.69,84.69,4.75,4.75,5.44,27.10,25.26,5.59,14.81,34.32,13.69,3.65,8,180,0,83,21,270,1,125,1,102,2,153,0,185,0,280
24114,999.99,37.66,38.73,999.99,5.68,5.84,20.19,149.30,9.89,162.22,37.43,36.23,5.44,9,235,1,110,11,353,1,165,2,102,3,153,2,185,3,280
24115,999.99,83.06,83.06,999.99,7.16,8.73,10.87,8.52,3.91,11.19,36.67,17.50,10.60,3,180,0,83,5,270,0,125,0,86,2,129,0,140,1,210
24117,999.99,46.50,46.50,999.99,4.76,5.19,26.30,216.42,9.31,254.75,77.52,38.08,6.24,13,235,1,110,37,353,2,165,1,86,3,129,0,140,1,210
24118,999.99,46.50,46.50,999.99,4.76,5.19,26.30,216.42,9.31,254.75,77.52,38.08,6.24,13,235,1,110,37,353,2,165,1,86,3,129,0,140,1,210
24119,999.99,999.99,999.99,999.99,999.99,999.99,9.19,29.29,10.16,27.97,38.89,50.16,3.92,6,180,0,83,3,270,0,125,4,86,1,129,2,185,1,280
24120,999.99,126.90,126.90,999.99,6.03,6.12,37.68,231.82,8.40,248.85,58.51,31.88,6.70,10,235,1,110,13,353,1,165,7,102,14,153,5,140,9,210
24121,999.99,29.28,30.09,25.39,3.96,5.34,6.63,13.78,3.19,11.77,16.59,24.32,4.41,35,180,2,83,22,270,1,125,3,86,2,129,0,185,0,280
24122,999.99,26.39,26.39,999.99,5.85,5.85,32.79,87.60,15.32,98.90,95.47,58.06,7.40,9,235,0,110,14,353,1,165,3,102,6,153,1,185,1,280
24123,999.99,21.22,21.22,999.99,5.00,5.00,45.76,757.19,13.90,605.75,71.93,79.92,5.78,6,180,0,83,2,270,0,125,3,86,1,129,1,185,0,280
24124,999.99,13.37,13.83,999.99,9.14,9.47,16.98,35.84,13.49,31.07,73.46,999.99,5.08,22,235,1,110,9,353,0,165,20,94,8,141,4,185,2,280
24125,999.99,336.66,336.66,999.99,15.63,15.63,21.91,42.95,6.07,44.49,30.65,20.86,20.27,2,180,0,83,1,270,0,125,3,110,3,165,1,140,1,210
24126,999.99,10.03,10.54,999.99,4.42,4.89,9.46,141.80,5.29,127.62,19.01,14.78,3.75,36,235,2,110,21,353,1,165,36,94,17,141,2,140,1,210
24128,999.99,715.26,715.26,999.99,2.22,2.22,82.67,150.24,13.24,150.71,73.94,49.59,18.93,51,180,3,83,63,270,4,125,16,86,25,129,10,185,15,280
24129,999.99,715.26,715.26,999.99,2.22,2.22,82.67,150.24,13.24,150.71,73.94,49.59,18.93,51,180,3,83,63,270,4,125,16,86,25,129,10,185,15,280
24130,999.99,24.56,24.56,999.99,2.60,2.60,23.82,28.29,10.14,25.18,81.68,999.99,5.58,11,235,1,110,2,353,0,165,3,102,0,153,3,140,0,210
